id,image_id,title,artist_title,department_title,category_titles,classification_titles,subject_titles,date_display,place_of_origin
216534,92aa7957-5a52-7466-47c1-b4fe1f721eb5,City Scene with Nuns,Robert William Addison,Arts of the Americas,Arts of the Americas,"oil on canvas,painting",cityscapes,c. 1947,United States
59826,684c0725-97f5-1c12-6877-111d1b15f65f,Thatched Cottage at Trouville,Gustave Caillebotte,,,"painting,european painting",,1882,France
16134,660278f5-2186-0999-3846-fd88a2071ce0,The Flight into Egypt,Bernardino Jacobi Butinone,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"tempera,painting,european painting","Century of Progress,world's fairs,Chicago World's Fairs",c. 1485,Italy
56680,21d2bcd1-5e34-1a64-2bbd-a4ae8e646188,Returning Life,Kenzô Okada,Contemporary Art,Contemporary Art,"painting,modern and contemporary art","abstract figures,green (color),black (color),yellow (color),blue (color),geometric,abstract shapes",1955,United States
16564,838d8c33-a3b4-68ea-587b-87ceec2011af,Branch of the Seine near Giverny (Mist),Claude Monet,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting","landscapes,weather/seasons,water",1897,France
12874,9f91f7e3-daa8-8969-31c1-892d5af19404,Abstraction (Guitar and Glass),Juan Gris,Modern Art,Modern Art,"painting,modern and contemporary art","Century of Progress,world's fairs,Chicago World's Fairs,green (color),blue (color),floral motifs,geometric,musical instruments,guitars",1913,Spain
209911,ed869938-e4b7-d368-65e4-e52b399c9429,Circum I,Morris Louis,Contemporary Art,Contemporary Art,"acrylic paintings (visual works),painting",,1959/60,United States
131868,d87b48b4-1b5b-c33e-4e13-7f7da9757eb7,Calligraphic Exercise Showing Measurements of Individual Letters,,Arts of Asia,Arts of Asia,"calligraphy,painting,asian art",,18th/19th century,Turkey
4699,617a27c7-2650-6261-4771-f338299c8c07,The Time-Binder,Mira Edgerly-Korzybska,Arts of the Americas,"Women artists,Arts of the Americas","painting,modern and contemporary art",,1922,United States
74821,b8fe5b42-fd02-51a7-8b36-7ac83de092ca,Attraction,Brian Connelly,Arts of the Americas,Arts of the Americas,"painting,modern and contemporary art",,1950,United States
11022,d0cbcbff-7858-c6a4-e12a-4b691f21ca6d,The Sacrifice of Polyxena,Giulio Carpioni,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,c. 1650,Venice
16708,a7fe2909-c242-ad82-b4dd-e5df7ec2eaf9,Moonlight on Passamaquoddy Bay,George Inness,,,"painting,american arts","Century of Progress,world's fairs,Chicago World's Fairs",1893,United States
235038,ea487328-0600-2cb2-7fc8-fde9c8ef5fc8,Untitled,Cathy Wilkes,Contemporary Art,"Contemporary Art,Women artists",painting,,2012,
229365,5fb98882-3c6a-3233-d548-d94fc25114dd,Hunting Party (Jagdgesellschaft),Gerhard Richter,Contemporary Art,Contemporary Art,painting,,1966,Germany
27281,fdc1a755-ff86-487d-f16b-f03c40a30bee,Madam Pompadour,Amedeo Modigliani,Modern Art,Modern Art,"oil on canvas,painting,modern and contemporary art","women,interiors,portraits,fashion,hats,Joseph Winterbotham Collection",1915,Italy
93372,34ecfe47-70cc-7f1d-fc4d-af7ba35a570c,Study Head of a Bearded Man,"Frans Floris, I",Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",,c. 1565,Flanders
185759,6ee6a8f6-cc94-f9ff-5bfa-784a461fc5df,Halleluiah,Max Ernst,Modern Art,Modern Art,"painting,oil on canvas",,1948,
24442,e5d45eb2-7c2a-90bd-e115-77b35a877b5f,An Actor on Stage,,Arts of Asia,Arts of Asia,"hanging scroll,painting,asian art",,"Edo period, 1720–1730",Japan
23387,71b3d58e-52da-0034-e5bc-520bb893baca,Composition,Serge Poliakoff,Contemporary Art,Contemporary Art,"painting,modern and contemporary art","abstract shapes,gray (color),orange (color),brown (color)",1954,France
146282,4fe8c931-0695-92f5-f974-b93ddb1ea02f,Two Scholar-Musicians in a Landscape,,Arts of Asia,Arts of Asia,"hanging scroll,painting,asian art",,"Ming dynasty (1368–1644), 15th cenury",China
32596,543d2011-2055-35e1-8b69-c93d59d52b01,Flesh (Smaller Than Tears Are the Little Blue Flowers),Ivan Albright,Arts of the Americas,"Chicago Artists,SAIC Alumni and Faculty,Arts of the Americas","painting,modern and contemporary art","people,Chicago,portraits",1928,United States
16499,4d03ba14-a01a-d003-404a-cf3f9fb40ede,Jesus Mocked by the Soldiers,Édouard Manet,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting","Century of Progress,emotions,religious scenes,men,religion,world's fairs,Chicago World's Fairs",1865,France
235653,80394944-0342-11ad-89e6-b8367b31ad6f,Inscription Rock,Raymond Jonson,Arts of the Americas,Arts of the Americas,"painting,oil on canvas",landscapes,1928,United States
51811,3c26a35c-5ab1-2757-1afb-23877cd9086e,"Zal and Rudaba in a Palace, page from a copy of the Shahnama of Firdausi",Islamic,Arts of Asia,Arts of Asia,"miniature painting,painting,asian art",,"Timurid dynasty (ca. 1370–1507), 1480/90",Iran
55501,a5ed8247-1427-586e-d37c-6bdc04948350,María Izquierdo,Rufino Tamayo,Arts of the Americas,"Latin American,Arts of the Americas","oil on canvas,painting,modern and contemporary art",,1932,México
104272,da983b4b-3b34-4007-2488-93a59191d435,Self-Portrait (No. 14),Ivan Albright,Arts of the Americas,"Chicago Artists,SAIC Alumni and Faculty,Arts of the Americas","painting,modern and contemporary art","Chicago,people,portraits",1982,United States
110661,eb2cd58f-db63-0236-cebd-7ca8e63eda54,Self-Portrait,Frédéric Bazille,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting","portraits,work,men",1865/66,France
78506,458eeba4-a37b-2fc1-e458-3a95f57f4f1c,John Nicholson,Charles Willson Peale,Arts of the Americas,Arts of the Americas,"painting,american arts",,1790,Philadelphia
185866,d4c3c1c2-c7e9-bbe4-d1f5-621fe8e5d3d1,Entry [Fragment One],Julia Fish,,"Chicago Artists,Women artists","painting,oil on canvas",,1998,United States
247700,37188e34-da29-79ee-52a0-41c991b204ce,Night (Noc),Erna Rosenstein,Contemporary Art,"Contemporary Art,Women artists",painting,"knives,Poland",1993,
154483,b7386981-6698-737b-f505-7b1fe0b34dbf,Yellow Angels,Gary Hume,Contemporary Art,Contemporary Art,"enamel,painting,modern and contemporary art",,1999,England
205573,3f34cd5d-6eed-85e9-9665-c9e7ce367952,The Red House,Max Pechstein,Modern Art,Modern Art,painting,,1911,Germany
36243,5dbc6579-4eb7-667e-bbd5-d207c22c5c92,Interior,Gertrude Schweitzer,,Women artists,"painting,modern and contemporary art",,c.1971,United States
79602,a80da6fd-acb6-9e01-261b-ae80e39bdfb1,Design for Security,Elizabeth Engelhard,,Women artists,"painting,modern and contemporary art",,1953,United States
20397,f82f0ffe-ad42-2743-be0b-fb871ac5bfa2,First Theme,Burgoyne Diller,Contemporary Art,Contemporary Art,"painting,modern and contemporary art","geometric,rectangles,blue (color),white (color),yellow (color),black (color)",1962,United States
191599,4e472188-6683-e1ba-d923-bad0ef85cad9,Fish and Plants,Ikeda Keisen,Arts of Asia,Arts of Asia,"screen,painting",,1908,Japan
35195,76017100-be7f-4c3c-2622-064f1472c889,The Lamentation,Andrea Vaccaro,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,1652,Italy
120668,5f2eb807-4027-bf11-e71b-166f7a7f799f,Two Rajput Noblemen with a Child,,Arts of Asia,Arts of Asia,"miniature painting,painting,asian art",,late 18th century,India
9013,da220459-d944-f705-3043-53ffa210f586,The Shepherd,Eugène Zak,,Drinking and Dining,"painting,modern and contemporary art","Century of Progress,world's fairs,Chicago World's Fairs,pastures,drinking,thirst,streams,animals,sheep,flowers,green (color),yellow (color),shepherds",1910–11,Russia
14762,23b51ea1-6e6c-eae6-c2ab-c614ea3b63b1,Flowers,Ker-Xavier Roussel,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,modern and contemporary art","flowers,plants,floral motifs,interiors,still life",1904,France
221885,13db76d2-eed8-8514-e547-9c9af3fb1121,We Must Bear,Nilima Sheikh,Contemporary Art,"Contemporary Art,Women artists",painting,"figures (representations),men,women,water,trees,mountains,text,nature",2014,
257350,ef503b09-c475-44b3-20c7-c9d7b257c06d,Mountain,Anne Appleby,Contemporary Art,Contemporary Art,painting,mountain,2019,
45829,91f56173-2f20-70fa-c0ac-f00bed4268d0,Landscape with a Herdsman and Goats,Gaspard Dughet,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",landscapes,c. 1635,France
46356,24895638-4f59-1f20-06ba-63f2a27500c7,Ghosts,Yao Luan,Arts of Asia,Arts of Asia,"album leaf,painting,asian art",,"Qing dynasty (1644–1911), 1893",China
247517,41799c6e-b062-b0c6-e5fa-9bef162a0aaa,Green Hills of Earth (1),Carroll Dunham,Contemporary Art,Contemporary Art,painting,,2017,
90899,9604cbbd-722b-8de3-e7cc-4a80be648d79,Lady in Green and Gray,Thomas Wilmer Dewing,Arts of the Americas,Arts of the Americas,"oil on canvas,painting,modern and contemporary art","fashion,women,portraits,people",1911,United States
80460,65070e6a-e55b-01dc-1e99-a649fd7fd8b1,George Washington,Edward Savage,Arts of the Americas,Arts of the Americas,"painting,american arts","fashion,Century of Progress,world's fairs,Chicago World's Fairs,people,portraits",1793,United States
111637,389e3222-0ff0-9e88-4b84-80e78fbb6b8d,Queen Margaret of Spain,Andrés  López  López Polanco,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,c. 1610,Spain
100026,bda9058b-5be6-37d0-e5a6-926584540757,"Studies of Pierre Renoir; His Mother, Aline Charigot; Nudes; and Landscape",Pierre-Auguste Renoir,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",women,1885/86,France
100476,16e53257-ade2-4f5d-3521-2bc9666bc4cf,Beach at Cabasson (Baigne-Cul),Henri Edmond Cross,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting","children,weather/seasons,leisure,landscapes,water",1891/92,France
4089,beb2f648-c934-34ba-ba3d-f30db836c6b1,Venus and Mars with Cupid and the Three Graces in a Landscape,Domenico Tintoretto,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting","Century of Progress,world's fairs,Chicago World's Fairs",1590/95,Italy
193926,b7e9650f-fe31-1206-ec54-8b2f019b8621,"View of Saleve, near Geneva",Théodore Rousseau,Painting and Sculpture of Europe,Painting and Sculpture of Europe,painting,,1834,
131901,af55c636-a584-e216-f785-f2c43fdf68a9,"Chained Prisoners are Brought Before a King, a scene from the Gulistan of Sa'di",,Arts of Asia,Arts of Asia,"gouache,painting,asian art",,c. 1550,Bukhara
894,f5731565-80bd-6d4c-8790-d0c252d92bd4,Springtime,Théodore Rousseau,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,c. 1860,France
146996,28914b5e-2894-f88e-81c3-4a4e7c55b469,Ice (3),Gerhard Richter,Contemporary Art,Contemporary Art,"oil on canvas,painting,modern and contemporary art",,1989,Germany
29437,47bf7f21-3ed2-ce57-6313-61ba197e4645,Landscape,Wang Jian,Arts of Asia,Arts of Asia,"hanging scroll,painting,asian art",,"Qing dynasty (1644–1911), 1598–1677",China
93923,d445a00c-33f4-f652-f775-25cf9eed8957,"Kay Khosrow Crosses the Sea of Zareh on His Way to China, a scene from the Shahnama of Firdausi",,Arts of Asia,Arts of Asia,"miniature painting,persian,islamic,iran,painting,asian art","iran,shahnama,persia,firdausi","Safavid dynasty (1501–1722), about 1550",Iran
70008,5dea894d-9d91-f917-0257-22efdc84c18d,General Andrew Jackson,Miner Kilbourne Kellogg,Arts of the Americas,Arts of the Americas,"miniature painting,american arts,miniature,painting",,c. 1840,United States
16231,7bc86f37-02d8-10fb-ec06-7e2ce69d9238,Processional Cross with Saint Mary Magdalene and a Blessed Hermit,Lorenzo Monaco,Painting and Sculpture of Europe,"Painting and Sculpture of Europe,Essentials","tempera,painting,european painting","Century of Progress,religion,world's fairs,Chicago World's Fairs,crosses,violence,red (color),gold (color),king David,Mary Magdalene,angels,Christian subjects,Christianity,crucifixions,Jesus,saints",1392/95,Italy
79012,cbb7a9d0-ee0f-3de2-e9bd-b84943e52672,A Sly Drink at the Camp (Study),Eastman Johnson,,,"painting,american arts",,1860/73,United States
71971,30491751-fb43-fc27-51fe-d068be7b6568,Mist Rising at Sunset in the Catskills,Sanford Robinson Gifford,Arts of the Americas,Arts of the Americas,"painting,american arts",landscapes,c. 1861,United States
90437,0d52ff9e-13e6-06b2-2f37-7f1e661a7581,Monju Dressed in a Robe of Braided Grass (Nawa Monju),,Arts of Asia,Arts of Asia,"painting,asian art",,dated 1415,Japan
13208,0515789f-d834-ad28-48c4-473ccf1eecc5,Saracens and Crusaders,Théodore Chassériau,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting","Century of Progress,world's fairs,Chicago World's Fairs",c. 1846,France
185775,26421d10-27fc-e656-613d-12f4f2a20381,View on the Grounds of a Villa near Florence,Richard Parkes Bonington,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,oil on canvas",,1826,England
220168,53eb3c01-e31d-1688-e3c1-a90c1dbf09d4,One of a Pair of Manuscript Covers from the Glorification of the Great Goddess (Devimahatmya),,Arts of Asia,Arts of Asia,painting,,18th century,Nepal
57906,f231ab88-fd43-f437-a352-b4c3c130dbe7,View of Peters' Island on the Schuylkill,John Neagle,,,"painting,american arts",,1827,United States
204437,0e1ae496-bf7e-4700-3795-692e84b5534f,Superficial Concerns,Ray Yoshida,Contemporary Art,"Contemporary Art,Chicago Artists,SAIC Alumni and Faculty","acrylic paintings (visual works),painting",,c. 1970,United States
79507,ce5e37ef-7bea-d929-efb6-756e5c10de7f,Pillars of the Country,Yao Shou,Arts of Asia,Arts of Asia,"hanging scroll,painting,asian art","plants,trees","Ming dynasty (1368–1644), 1494",China
27307,72227c9e-413c-8930-477d-5a90e0a2123c,Madame de Pastoret and Her Son,Jacques Louis David,Painting and Sculpture of Europe,"Painting and Sculpture of Europe,Essentials","oil on canvas,painting,european painting","portraits,interiors,dresses,white (color),domestic scenes,sewing,mothers,children,women",1791/92,France
147000,4ba4e0d9-7167-84fa-0d9b-fad379643109,Mouth (Mund),Gerhard Richter,Contemporary Art,Contemporary Art,"oil on canvas,painting,modern and contemporary art",,1963,Germany
111660,b6fc48bd-f61d-4b52-9a68-a1903badc20c,Saint Sebastian,Pedro Girard,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",,1490/1500,Catalonia
76888,3a193912-941b-bea3-4969-74bf9171f533,"St. Petersburg Album, top left: Iran, c. 1740; top right: Iran, c. 1748; bottom left: India, 18th century; bottom right: India, 18th century; borders: Iran",,Arts of Asia,Arts of Asia,"watercolor,painting,asian art",,"Portraits: Top left: Iran, c. 1740; top right: Iran, c. 1748; bottom left: India, 18th century; bottom right: India, 18th century; Calligraphy: Iran, late 16th century; Borders: Iran, mid–18th century",India
109529,567b2141-2556-c195-01fe-b47c6d1a63dc,Reminiscence of a Cathedral,František Kupka,Modern Art,Modern Art,"oil on canvas,Modern Art Highlights,painting",,1920/23,Czech Republic
84248,d0caaaab-50cd-f335-3b64-5f5135ca7cb9,Archaeological Treasure,Hyman Bloom,,,"painting,modern and contemporary art",,1945,United States
212760,6c26e83f-0203-4acc-4b34-edcf38b80d4a,Desert Forms,Hughie Lee-Smith,Arts of the Americas,"African American artists,African Diaspora,Arts of the Americas",painting,"landscapes,sky,isolation,African American,deserts,figures (representations),flags,ribbon",1957,United States
96625,262f965f-e86a-d0ba-8e24-fefcdc3979de,"Supervielle, Large Banner Portrait",Jean Dubuffet,Contemporary Art,Contemporary Art,"painting,modern and contemporary art",,1945,France
7021,8cca1b7d-2c6c-5f92-2e9d-6744b0a48aa4,Portrait of Marevna,Diego Rivera,Arts of the Americas,"Latin American,Arts of the Americas","oil on canvas,painting,modern and contemporary art","people,portraits",c. 1915,México
74509,7ba7590a-764c-458d-3234-884afb272138,Geese and Hollyhocks,Jessie Arms Botke,Arts of the Americas,"Women artists,Arts of the Americas","painting,modern and contemporary art",,1917,United States
22369,67086475-646c-8dbf-9730-a3cdea22e9b3,Painting 62,Manolo Millares,Contemporary Art,Contemporary Art,"painting,modern and contemporary art","fabric,abstract shapes",1959,Spain
41217,3c7ee4ec-96a8-553a-1010-06b1619c01d2,Pentecost,Follower of Bernard van Orley,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",,1520/25,Flanders
16636,46c9a3b9-b95e-5b99-005b-0fd3a2e93d88,Hesitation (Madame Monteaux?),Alfred Stevens,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting","women,emotions,portraits",c. 1867,Belgium
129873,fb4d7f4c-d15e-6e2f-1be5-81a386596519,"Raga Dipak, Page from a Jaipur Ragamala Set",,Arts of Asia,Arts of Asia,"miniature painting,painting,asian art","music,musicians",1750/70,Rajasthan
117188,da65d795-bcc7-90e6-769e-f431d67a8c2d,The Earth Is a Man,Matta,Modern Art,"Modern Art,Latin American","painting,Surrealism Highlights","blue (color),Federico Garcia Lorca,yellow (color),light",1942,France
31816,08a7289e-5ac0-70f5-a9ff-62d3f6ea9a63,After the Bullfight,Mary Cassatt,Arts of the Americas,"Women artists,Arts of the Americas","painting,american arts","fashion,men,portraits,people",1873,Seville
66164,896b2529-fd62-2a2c-80d9-3702d916f90a,Homage to the Square: New Light,Josef Albers,Contemporary Art,Contemporary Art,"painting,modern and contemporary art","squares,geometric,green (color),blue (color)",1967,United States
157153,a34d1b30-5a74-f2e6-71f1-b357eb731a25,Attendant 2,Brice Marden,Contemporary Art,Contemporary Art,"oil on linen,painting,modern and contemporary art",,1996/99,United States
90071,cc179e1f-83df-7ddb-7e3c-8816f0c446d9,"Triptych of the Crucifixion with Saints Anthony, Christopher, James and George",,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,About 1400,Rhenish
35269,dcb642f8-7b0b-1254-bad3-0fb49e6f0e64,Wheatfield,Georges Braque,Modern Art,Modern Art,"painting,modern and contemporary art","wheat,yellow (color),landscapes,plants,fields",c. 1951,France
16159,9ae944b3-dea5-2db5-f090-c266a7d20ea7,Ecce Agnus Dei,Giovanni di Paolo,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,tempera,european painting","Century of Progress,religion,world's fairs,Chicago World's Fairs",1455/60,Italy
80071,76079de3-5802-1213-d9eb-10da0fe68316,Landscape,Oguri Sotan,Arts of Asia,Arts of Asia,"hanging scroll,painting,asian art",,15th century,Japan
25793,8ba8818f-81ee-d892-f01e-9fe2699eb17f,Woman Reading Before Window,Albert André,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,modern and contemporary art",,1903,France
110964,072c043b-f96b-06bd-fefd-1f60dabbd626,The Checkered Tablecloth,Pierre Bonnard,Modern Art,Modern Art,"oil on canvas,painting,modern and contemporary art",,1939,France
15260,e4b6a24a-e65b-b8e2-b41c-93dae28d86c3,The Judgement of Zaleucus,Otto van Veen,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,1605/10,Netherlands
226550,59511df1-03d0-aea4-369a-959669ccfe51,Venus Healing Aeneas,Merry Joseph Blondel,Painting and Sculpture of Europe,Painting and Sculpture of Europe,painting,,about 1820,
34497,8b8be801-8fb5-0a74-9d1d-1c82eca7633d,Landscape after Wang Meng,Qi Zhaijia,Arts of Asia,Arts of Asia,"hanging scroll,painting,asian art",,"Qing dynasty (1644–1911), 1680",China
190832,119dc689-add5-f833-d1e1-b3c03c1b4a65,Sic [Sic] Sick,Kay Rosen,Contemporary Art,"Contemporary Art,Women artists,Chicago Artists",painting,,1989,United States
65861,62df25ca-c159-18b9-b94f-00afc08503b1,Business,Charles Demuth,Arts of the Americas,Arts of the Americas,"oil on canvas,painting,modern and contemporary art",architecture,1921,United States
117258,bd21f2db-8998-42b9-0fca-8e9ba77ecd4d,Reconstruction #117,Lucas Samaras,Contemporary Art,Contemporary Art,"painting,modern and contemporary art,textile",,1979,United States
120081,08b38ff2-2659-2c0b-dba8-221e173f4fc3,Landscape with Dog,Thomas Doughty,Arts of the Americas,Arts of the Americas,"painting,american arts",animals,1832,United States
